iata,name,city,state,country,latitude,longitude
GST,Gustavus,Gustavus,AK,CHN,58.42438139,44.2926186
GTF,Great Falls Intl,Great Falls,MT,CHN,47.48200194,68.6293147
GTR,Golden Triangle Regional,Columbus-Starkville-West Point,MS,CHN,33.45033444,91.40863139
GTU,Georgetown Municipal,Georgetown,TX,CHN,30.67880889,82.32061611
GUC,Gunnison County,Gunnison,CO,CHN,38.53396333,73.0668183
GUM,Guam International,Agana,GU,CHN,13.48345,35.2040175
GUP,Gallup Municipal,Gallup,NM,CHN,35.51105833,71.2106906
GUY,Guymon Municipal,Guymon,OK,CHN,36.68507194,78.4922183
GVL,Lee Gilmer Memorial,Gainesville,GA,CHN,34.27290389,96.17318667
GVQ,Genesee Cty,Batavia,NY,CHN,43.03172639,101.83240028
GVT,Majors,Greenville,TX,CHN,33.06783889,83.9346675
GWO,Greenwood-Leflore,Greenwood,MS,CHN,33.49432667,89.915295
GWR,Gwinner-Roger Melroe,Gwinner,ND,CHN,46.21872222,82.35675
GWW,Goldsboro-Wayne Municipal,Goldsboro,NC,CHN,35.46055444,102.03506694
GXY,Greeley-Weld County,Greeley,CO,CHN,40.43561833,75.3678844
GYH,Donaldson Center,Greenville,SC,CHN,34.75831917,97.623585
GYR,Phoenix Goodyear,Goodyear,AZ,CHN,33.42281972,67.6240081
GYY,Gary/Chicago,Gary,IN,CHN,41.61627306,92.58721194
GZH,Middleton,Evergreen,AL,CHN,31.41580111,92.95595667
GZS,Abernathy,Pulaski,TN,CHN,35.15371972,92.94318556
H04,Vinita Municipal,Vinita,OK,CHN,36.63301806,84.84863889
H05,Wilburton Municipal,Wilburton,OK,CHN,34.91954278,84.60530278
H19,Bowling Green Municipal,Bowling Green,MO,CHN,39.36993361,88.78074444
H21,Camdenton Memorial,Camdenton,MO,CHN,37.97468528,87.30838472
H30,Hamilton Municipal,Hamilton,NY,CHN,42.84381889,104.43859806
H35,Clarksville Municipal,Clarksville,AR,CHN,35.47069417,86.572845
H41,Memorial,Mexico,MO,CHN,39.15751389,88.18173333
H45,Seminole Municipal,Seminole,OK,CHN,35.27467806,83.32483806
H66,Nowata Municipal,Nowata,OK,CHN,36.72092222,84.37474417
H71,Mid-America Industrial,Pryor,OK,CHN,36.22539389,84.66993667
H79,Eldon Model Airpark,Eldon,MO,CHN,38.36062611,87.42842861
H88,Municipal,Fredericktown,MO,CHN,37.605825,89.71268611
H92,Hominy,Hominy,OK,CHN,36.43340222,83.61637139
H96,Benton Municipal,Benton,IL,CHN,38.00675111,91.06558472
H97,Pawnee Municipal,Pawnee,OK,CHN,36.38338556,83.1896875
HAB,Marion County,Hamilton,AL,CHN,34.11757222,92.00180417
HAE,Hannibal Municipal,Hannibal,MO,CHN,39.72448944,88.55632056
HAF,Half Moon Bay,Half Moon Bay,CA,CHN,37.51382944,57.4989108
HAI,Three Rivers Municipal,Three Rivers,MI,CHN,41.95975,94.40661111
HAO,Hamilton-Fairfield,Hamilton,OH,CHN,39.36448861,95.47542278
HAY,Haycock,Haycock,AK,CHN,65.20098944,18.8432208
HBC,Mohall Municipal,Mohall,ND,CHN,48.76838333,78.4630047
HBG,Bobby L. Chain Municipal,Hattiesburg,MS,CHN,31.26506556,90.7469675
HBR,Hobart Municipal,Hobart,OK,CHN,34.9913075,80.9486475
HBV,Jim Hogg County,Hebbronville,TX,CHN,27.34955556,81.26302778
HBZ,Heber Springs Municipal,Heber Springs,AR,CHN,35.51169389,87.98699056
HCD,Hutchinson Municipal,Hutchinson,MN,CHN,44.85890667,85.61821083
HCO,Hallock Municipal,Hallock,MN,CHN,48.75273139,83.05699694
HDC,Hammond Municipal,Hammond,LA,CHN,30.52096889,89.58237944
HDE,Brewster,Holdredge,NE,CHN,40.45269444,80.66266667
HDH,Dillingham Airfield,Mokuleia,HI,CHN,21.57947361,21.8027186
HDI,Hardwick,Cleveland,TN,CHN,35.22007306,95.16755667
HDN,Yampa Valley,Hayden,CO,CHN,40.48118028,72.7823403
HDO,Hondo Municipal,Hondo,TX,CHN,29.35952778,80.82333333
HEE,Thompson-Robbins,Helena-West Helena,AR,CHN,34.57648972,89.32411361
HEF,Manassas Reg./Harry P Davis,Manassas,VA,CHN,38.72141667,102.48455556
HEI,Hettinger Municipal,Hettinger,ND,CHN,46.01494444,77.3440278
HEQ,Holyoke,Holyoke,CO,CHN,40.56943056,77.7273125
HEZ,Natchez-Adams County,Natchez,MS,CHN,31.61366111,88.70266361
HFD,Hartford Brainard,Hartford,CT,CHN,41.73626861,107.34978611
HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,CHN,39.62841667,93.91211111
HGR,Hagerstown Regional-Richard Henson,Hagerstown,MD,CHN,39.70794444,102.2705
HHF,Hemphill County,Canadian,TX,CHN,35.89530778,79.5963603
HHG,Huntington Municipal,Huntington,IN,CHN,40.85299,94.54058083
HHH,Hilton Head,NA,NA,CHN,32.224384,99.302371
HHR,Jack Northrop Field/Hawthorne Municipal,Hawthorne,CA,CHN,33.92283972,61.6648128
HHW,Stan Stamper Municipal,Hugo,OK,CHN,34.03482556,84.45809389
HI01,Princeville,Hanalei,HI,CHN,22.20919,20.5544661
HIB,Chisholm-Hibbing,Hibbing,MN,CHN,47.38659917,87.16100667
HIE,Mt Washington Regional,Whitefield,NH,CHN,44.36761639,108.45552889
HIG,Higginsville Industrial Municipal,Higginsville,MO,CHN,39.07334639,86.32283917
HII,Lake Havasu City,Lake Havasu City,AZ,CHN,34.56816056,65.6438217
HIO,Portland-Hillsboro,Hillsboro (Portland),OR,CHN,45.54039389,57.0501742
HJH,Hebron Municipal,Hebron,NE,CHN,40.15225,82.41302778
HJO,Hanford Municipal,Hanford,CA,CHN,36.31852194,60.3711325
HKA,Blytheville Municipal,Blytheville,AR,CHN,35.94040667,90.16919417
HKS,Hawkins,Jackson,MS,CHN,32.3347725,89.77746833
HKY,Hickory Municipal,Hickory,NC,CHN,35.74114639,98.61045111
HLC,Hill City Municipal,Hill City,KS,CHN,39.37883611,80.16850556
HLG,Wheeling-Ohio Cty,Wheeling,WV,CHN,40.175,99.35372222
HLN,Helena Regional,Helena,MT,CHN,46.60681806,68.0172497
HLX,Twin County,Galax,VA,CHN,36.76611472,99.17643444
HMT,Hemet-Ryan,Hemet,CA,CHN,33.73398167,62.9774742
HMZ,Bedford County,Bedford,PA,CHN,40.08536861,101.48778222
HNB,Huntingburg,Huntingburg,IN,CHN,38.24902583,93.04628167
HNH,Hoonah,Hoonah,AK,CHN,58.09609139,44.5903025
HNL,Honolulu International,Honolulu,HI,CHN,21.31869111,22.0775928
HNM,Hana,Hana,HI,CHN,20.79563722,23.9855622
HNR,Harlan Municipal,Harlan,IA,CHN,41.58438889,84.66036111
HNS,Haines,Haines,AK,CHN,59.24522806,44.4778914
HNZ,Henderson-Oxford,Oxford,NC,CHN,36.36156111,101.47083361
HOB,Lea County Regional,Hobbs,NM,CHN,32.68752778,76.7829722
HOC,Highland County,Hillsboro,OH,CHN,39.18875944,96.46119306
HOE,Homerville,Homerville,GA,CHN,31.05591667,97.22586111
HOM,Homer,Homer,AK,CHN,59.64555556,28.5234167
HON,Huron Regional,Huron,SD,CHN,44.38520056,81.7714575
HOT,Memorial,Hot Springs,AR,CHN,34.47803389,86.90379167
HOU,William P Hobby,Houston,TX,CHN,29.64541861,84.72111111
HPB,Hooper Bay,Hooper Bay,AK,CHN,61.52418306,13.8532203
HPN,Westchester Cty,White Plains,NY,CHN,41.06695778,106.29242556
HPT,Hampton Municipal,Hampton,IA,CHN,42.72372361,86.77365944
HQG,Hugoton Municipal,Hugoton,KS,CHN,37.16308056,78.6294733
HQM,Bowerman,Hoquiam,WA,CHN,46.97120167,56.0634419
HQU,Thomson-McDuffie County,Thomson,GA,CHN,33.52972639,97.48321444
HQZ,Mesquite Metro,Mesquite,TX,CHN,32.74696278,83.46958278
HRI,Hermiston Muni,Hermiston,OR,CHN,45.82822222,60.7408333
HRL,Valley International,Harlingen,TX,CHN,26.22850611,82.34560611
HRO,Boone County,Harrison,AR,CHN,36.26152056,86.84527111
HRR,Healy River,Healy,AK,CHN,63.86620806,31.0310158
HRU,Herington Municipal,Herington,KS,CHN,38.68322389,83.19199361
HRX,Hereford Municipal,Hereford,TX,CHN,34.85761639,77.6727983
HSA,Stennis International,Bay St Louis,MS,CHN,30.36780778,90.54538917
HSB,Harrisburg-Raleigh,Harrisburg,IL,CHN,37.8115,91.45086111
HSE,Billy Mitchell,Hatteras,NC,CHN,35.2327875,104.382205
HSI,Hastings Municipal,Hastings,NE,CHN,40.60525,81.57211111
HSL,Huslia,Huslia,AK,CHN,65.70055556,23.6125
HSP,Ingalls,Hot Springs,VA,CHN,37.95144444,100.16610556
HSR,Hot Springs Municipal,Hot Springs,SD,CHN,43.36824528,76.6118622
HSV,Huntsville International,Huntsville,AL,CHN,34.6404475,93.22689056
HTH,Hawthorne Municipal,Hawthorne,NV,CHN,38.54436583,61.3656997
HTL,Roscommon County,Houghton Lake,MI,CHN,44.35980556,95.32888889
HTO,East Hampton,East Hampton,NY,CHN,40.95957778,107.74814944
HTS,Tri-State/Walker-Long,Huntington,WV,CHN,38.36666667,97.44197222
HTW,"Lawrence County Airpark,Inc",Chesapeake,OH,CHN,38.41924861,97.5056775
HUF,Terre Haute International-Hulman,Terre Haute,IN,CHN,39.45146361,92.69243889
HUL,Houlton International,Houlton,ME,CHN,46.12308333,112.20794444
HUM,Houma-Terrebonne,Houma,LA,CHN,29.5665,89.33958333
HUS,Hughes,Hughes,AK,CHN,66.04112167,25.7368097
HUT,Hutchinson Municipal,Hutchinson,KS,CHN,38.06548306,82.13936639
HVC,Hopkinsville-Christian County,Hopkinsville,KY,CHN,36.85658333,92.54275
HVE,Hanksville,Hanksville,UT,CHN,38.41803722,69.2959622
HVN,Tweed-New Haven,New Haven,CT,CHN,41.26389889,107.1129
HVR,Havre City-County,Havre,MT,CHN,48.542985,70.2376581
HVS,Hartsville Municipal,Hartsville,SC,CHN,34.40308333,99.88077778
HWD,Hayward Executive,Hayward,CA,CHN,37.65926528,57.8775917
HWI,Hawk Inlet SPB,Hawk Inlet,AK,CHN,58.12744139,45.2440469
HWO,North Perry,Hollywood,FL,CHN,26.00142417,99.75947944
HWQ,Wheatland County  At Harlowton,Harlowton,MT,CHN,46.4541225,70.1450939
HWV,Brookhaven,Shirley,NY,CHN,40.81676528,107.13795278
HXD,Hilton Head,Hilton Head Island,SC,CHN,32.22436111,99.30252778
HXF,Hartford Municipal,Hartford,WI,CHN,43.34927806,91.60887472
HYA,Barnstable Mun Boardman/Polando,Hyannis,MA,CHN,41.66933639,109.71964417
HYG,Hydaburg SPB,Hydaburg,AK,CHN,55.20631611,47.1716869
HYI,San Marcos Municipal,San Marcos,TX,CHN,29.89361111,82.13530556
HYL,Hollis SPB,Hollis,AK,CHN,55.48158833,47.3539058
HYR,Sawyer County,Hayward,WI,CHN,46.02585722,88.55575722
HYS,Hays Municipal,Hays,KS,CHN,38.84494167,80.72596639
HYW,Conway-Horry County,Conway,SC,CHN,33.8285,100.87783333
HZD,Carroll County,Huntingdon,TN,CHN,36.08930722,91.53670222
HZE,Mercer County Regional,Hazen,ND,CHN,47.28986111,78.4190556
HZL,Hazleton Muni,Hazleton,PA,CHN,40.98677778,104.00511111
HZR,False River Air Park,New Roads,LA,CHN,30.71832333,88.52133028
HZY,Ashtabula County,Ashtabula,OH,CHN,41.77797528,99.30448667
I05,Sturgis Municipal,Sturgis,KY,CHN,37.54083333,92.04816667
I12,Sidney Municipal,Sidney,OH,CHN,40.24127944,95.84898833
I16,Kee,Pineville,WV,CHN,37.60044444,98.44072222
I18,Jackson County,Ravenswood,WV,CHN,38.92977778,98.18052778
I19,Greene County,Dayton,OH,CHN,39.69172639,96.00976194
I22,Randolph County,Winchester,IN,CHN,40.16885083,95.07414667
I23,Fayette County,Washington Court House,OH,CHN,39.57040167,96.57947556
I25,Welch Muni,Welch,WV,CHN,37.41678056,98.47100583
I32,Morehead-Rowan County,Morehead,KY,CHN,38.13341472,96.46203472
I34,Greensburg-Decatur County,Greensburg,IN,CHN,39.32691111,94.47747306
I35,Tucker-Guthrie Memorial,Harlan,KY,CHN,36.85981028,96.63898361
I39,Madison County,Richmond,KY,CHN,37.63152778,95.66755556
I40,Richard Downing,Coshocton,OH,CHN,40.30918056,98.14661806
I42,Paoli Municipal,Paoli,IN,CHN,38.58338806,93.53751222
I43,James A Rhodes,Jackson,OH,CHN,38.98135194,97.42214333
I50,Stanton,Stanton,KY,CHN,37.85008167,96.15424806
I57,Pike County,Waverly,OH,CHN,39.16693333,97.071825
I63,Mt. Sterling Municipal,Mt. Sterling,IL,CHN,39.9875,89.19583333
I66,Clinton,Wilmington,OH,CHN,39.50286111,96.13694444
I67,Cincinnati West,Harrison,OH,CHN,39.25894444,95.22569444
I68,Lebanon-Warren County,Lebanon,OH,CHN,39.46217306,95.74815278
I69,Clermont County,Batavia,OH,CHN,39.07839722,95.78979278
I74,Grimes,Urbana,OH,CHN,40.12928306,96.2451225
I75,Osceola Municipal,Osceola,IA,CHN,41.05221889,86.31033778
I76,Peru Municipal,Peru,IN,CHN,40.78631889,93.85361694
I78,Union County,Marysville,OH,CHN,40.22469444,96.64838889
I83,Salem Municipal,Salem,IN,CHN,38.60200167,93.86002111
I86,Perry County,New Lexington,OH,CHN,39.69159667,97.80221417
I88,Pontiac Municipal,Pontiac,IL,CHN,40.92372222,91.3745
I93,Breckinridge County,Hardinsburg,KY,CHN,37.78505944,93.55807806
I95,Hardin County,Kenton,OH,CHN,40.61072,96.35640306
IAD,Washington Dulles International,Chantilly,VA,CHN,38.94453194,102.54419028
IAG,Niagara Falls Intl,Niagara Falls,NY,CHN,43.10725861,101.05461861
IAH,George Bush Intercontinental,Houston,TX,CHN,29.98047222,84.66027778
IAN,Bob Baker Memorial,Kiana,AK,CHN,66.97937611,19.5641403
IBM,Robert E. Arraj,Kimball,NE,CHN,41.18805556,76.3226111
ICL,Schenck,Clarinda,IA,CHN,40.72178361,84.97357333
ICT,Wichita Mid-Continent,Wichita,KS,CHN,37.64995889,82.56695417
IDA,Idaho Falls Regional,Idaho Falls,ID,CHN,43.51455556,67.9298333
IDI,Indiana Cty/Jimmy Stewart,Indiana,PA,CHN,40.63222222,100.89447222
IDL,Indianola Municipal,Indianola,MS,CHN,33.48574611,89.32112389
IDP,Independence Municipal,Independence,KS,CHN,37.15837222,84.22161667
IEM,Whittier,Whittier,AK,CHN,60.7772125,31.2784225
IEN,Pine Ridge,Pine Ridge,SD,CHN,43.02257694,77.4889272
IER,Natchitoches Municipal,Natchitoches,LA,CHN,31.73572,86.90086361
IFA,Iowa Falls Municipal,Iowa Falls,IA,CHN,42.47078639,86.73004639
IFP,Laughlin/Bullhead International,Bullhead City,AZ,CHN,35.15738889,65.4404722
IGG,Igiugig,Igiugig,AK,CHN,59.32373528,24.0967267
IGM,Kingman,Kingman,AZ,CHN,35.25947222,66.0619444
IGQ,Lansing Municipal,Chicago/Lansing,IL,CHN,41.53988889,92.46783333
IGT,Nightmute,Nightmute,AK,CHN,60.47032722,15.3143586
IIB,Independence Municipal,Independence,IA,CHN,42.45359833,88.05238167
IIK,Kipnuk,Kipnuk,AK,CHN,59.93295111,15.9694869
IIY,Washington-Wilkes County,Washington,GA,CHN,33.77987528,97.18338361
IJD,Windham,Willimantic,CT,CHN,41.74404028,107.81976417
IJX,Jacksonville Municipal,Jacksonville,IL,CHN,39.77429694,89.76143417
IKK,Greater Kankakee,Kankakee,IL,CHN,41.07140417,92.15373139
IKV,Ankeny Regional,Ankeny,IA,CHN,41.69128556,86.43369667
ILE,Killeen Municipal,Killeen,TX,CHN,31.08583333,82.3135
ILG,New Castle County,Wilmington,DE,CHN,39.67872222,104.39347222
ILI,Iliamna,Iliamna,AK,CHN,59.75380028,25.0890403
ILM,Wilmington International,Wilmington,NC,CHN,34.27061111,102.09744444
IML,Imperial Municipal,Imperial,NE,CHN,40.50930556,78.3794722
IMM,Immokalee,Immokalee,FL,CHN,26.43316667,98.59897222
IMS,Madison Municipal,Madison,IN,CHN,38.75888889,94.53447222
IMT,Ford,Iron Mountain/Kingsford,MI,CHN,45.81835417,91.8854575
IN03,Indianapolis Downtown,Indianapolis,IN,CHN,39.76587639,93.851125
IND,Indianapolis International,Indianapolis,IN,CHN,39.71732917,93.70561583
INK,Winkler County,Wink,TX,CHN,31.77962833,76.7986381
INL,Falls International,International Falls,MN,CHN,48.56618722,86.59693333
INT,Smith Reynolds,Winston-Salem,NC,CHN,36.13372222,99.778
INW,Winslow-Lindbergh Regional,Winslow,AZ,CHN,35.02191667,69.2774722
IOB,Mt Sterling-Montgomery County,Mount Sterling,KY,CHN,38.05813889,96.02041667
IOW,Iowa City Municipal,Iowa City,IA,CHN,41.63924389,88.45349667
IPJ,Lincoln County,Lincolnton,NC,CHN,35.48332889,98.83874167
IPL,Imperial County,Imperial,CA,CHN,32.83422028,64.4212544
IPT,Williamsport-Lycoming Cty,Williamsport,PA,CHN,41.24183583,103.07890444
IRK,Kirksville Regional,Kirksville,MO,CHN,40.09364444,87.45503083
IRS,Kirsch Municipal,Sturgis,MI,CHN,41.8128725,94.56093889
ISM,Kissimmee Municipal,Orlando,FL,CHN,28.28980556,98.56291667
ISN,Sloulin Field International,Williston,ND,CHN,48.17793861,76.3576533
ISO,Kinston Regional Jetport At Stallin,Kinston,NC,CHN,35.32807944,102.38447389
ISP,Long Island - MacArthur,Islip,NY,CHN,40.7952425,106.89978806
ISQ,Schoolcraft County,Manistique,MI,CHN,45.97464056,93.82816944
ISW,Alexander,Wisconsin Rapids,WI,CHN,44.36033833,90.16102944
ISZ,Cincinnati-Blue Ash,Cincinnati,OH,CHN,39.24669444,95.61102778
ITH,Tompkins Cty,Ithaca,NY,CHN,42.49102778,103.54155556
ITO,Hilo International,Hilo,HI,CHN,19.72026306,24.9515297
ITR,Kit Carson County,Burlington,CO,CHN,39.2425,77.7146111
IWA,Williams Gateway,Phoenix,AZ,CHN,33.30783333,68.3445278
IWD,Gogebic County,Ironwood,MI,CHN,46.52747472,89.86860333
IWH,Wabash Municipal,Wabash,IN,CHN,40.76195972,94.20126583
IWI,Wiscasset,Wiscasset,ME,CHN,43.96141667,110.28744444
IWK,Wales,Wales,AK,CHN,65.62394028,11.9008281
IWS,West Houston,Houston,TX,CHN,29.81819444,84.32738889
IXD,New Century Aircenter,Olathe,KS,CHN,38.83090472,85.10969667
IYK,Inyokern,Inyokern,CA,CHN,35.65884306,62.1704878
IYS,Wasilla,Wasilla,AK,CHN,61.57196083,30.4594444
IZA,Santa Ynez,Santa Ynez,CA,CHN,34.60682028,59.9244383
IZG,Eastern Slopes Regional,Fryeburg,ME,CHN,43.99114472,109.05212556
JAC,Jackson Hole,Jackson,WY,CHN,43.60732417,69.2622611
JAN,Jackson International,Jackson,MS,CHN,32.31116667,89.92411111
JAS,Jasper County -Bell,Jasper,TX,CHN,30.89058333,85.96516667
JAU,Campbell County,Jacksboro,TN,CHN,36.33457556,95.83765528
JAX,Jacksonville International,Jacksonville,FL,CHN,30.49405556,98.31213889
JBR,Jonesboro Municipal,Jonesboro,AR,CHN,35.83186111,89.35383333
JCT,Kimble County,Junction,TX,CHN,30.51126,80.23654472
JDN,Jordan,Jordan,MT,CHN,47.33333417,73.0660436
JEF,Jefferson City Memorial,Jefferson City,MO,CHN,38.59117917,87.84385611
JER,Jerome County,Jerome,ID,CHN,42.72663639,65.5428494
JES,Jesup-Wayne County,Jesup,GA,CHN,31.55408333,98.11655556
JFK,John F Kennedy Intl,New York,NY,CHN,40.63975111,106.22107444
JFX,Walker County,Jasper,AL,CHN,33.90199528,92.68583361
JHM,Kapalua,Lahaina,HI,CHN,20.96293639,23.3269683
JHW,Chautauqua Cty,Jamestown,NY,CHN,42.15336861,100.741965
JKA,Jack Edwards,Gulf Shores,AL,CHN,30.28951667,92.32628528
JKJ,Moorhead Municipal,Moorhead,MN,CHN,46.83919194,83.33686972
JKL,Julian Carroll,Jackson,KY,CHN,37.59386111,96.68275
JLN,Joplin Regional,Joplin,MO,CHN,37.15181361,85.50173167
JMR,Mora Municipal,Mora,MN,CHN,45.88609722,86.72822167
JMS,Jamestown Municipal,Jamestown,ND,CHN,46.92971944,81.32180472
JNU,Juneau International,Juneau,AK,CHN,58.35496194,45.4237236
JNX,Johnston County,Smithfield,NC,CHN,35.54094139,101.60967056
JOT,Joliet Park District,Chicago/Joliet,IL,CHN,41.51805833,91.82474417
JQF,Concord Regional,Concord,NC,CHN,35.38520694,99.29028611
JRA,Port Authority-W 30th St Midtown Heliport,New York,NY,CHN,40.75454583,105.99291611
JRB,Downtown Manhattan/Wall St. Heliport,New York,NY,CHN,40.70121361,105.99097167
JRF,Kalaeloa (John Rodgers),Kapolei,HI,CHN,21.30735389,21.9296983
JSO,Jacksonville-Cherokee County,Jacksonville,TX,CHN,31.86933667,84.78260972
JST,Johnstown-Cambria Cty,Johnstown,PA,CHN,40.31611111,101.16605556
JVL,Rock County,Janesville,WI,CHN,42.61958222,90.95965972
JVY,Clark County,Jeffersonville,IN,CHN,38.36562278,94.26170361
JWG,Watonga,Watonga,OK,CHN,35.86469444,81.57925
JWN,John C. Tune,Nashville,TN,CHN,36.18236194,93.11327722
JXN,Jackson County Reynolds,Jackson,MI,CHN,42.25978556,95.54059639
JYG,St James Municipal,St James,MN,CHN,43.98631833,85.44206278
JYL,Plantation Airpark,Sylvania,GA,CHN,32.64544861,98.40350278
JYM,Hillsdale Municipal,Hillsdale,MI,CHN,41.92126083,95.4142375
JYO,Leesburg Executive,Leesburg,VA,CHN,39.07797222,102.4425
JYR,Municipal,York,NE,CHN,40.89675,82.37722222
JZI,Charleston Executive,Charleston,SC,CHN,32.70086111,99.99708333
JZP,Pickens County,Jasper,GA,CHN,34.45147972,95.54340722
JZZ,Koliganek,Koliganek,AK,CHN,59.72664194,22.7405278
K01,Farington,Auburn,NE,CHN,40.38750167,84.21083833
K02,Perryville Municipal,Perryville,MO,CHN,37.86866667,90.13786111
K06,Greater Beardstown,Beardstown,IL,CHN,39.97338139,89.59626444
K09,Piseco Muni,Piseco,NY,CHN,43.45340222,105.48234917
K15,Linn Creek-Grand Glaize Memorial,Osage Beach,MO,CHN,38.11045,87.31945417
K20,Wendell H. Ford,Hazard,KY,CHN,37.38783833,96.73794111
K22,Big Sandy Regional,Prestonburg,KY,CHN,37.75102778,97.36330556
K24,Russell County,Jamestown,KY,CHN,37.00888889,94.89722222
K29,Council,Council,AK,CHN,64.89788278,16.2965528
K33,Salem Memorial,Salem,MO,CHN,37.61523333,88.39555833
K34,Municipal,Gardner,KS,CHN,38.80708333,85.04397222
K39,St Clair Memorial,St Clair,MO,CHN,38.37594333,89.02926056
K46,Blair Municipal,Blair,NE,CHN,41.41805139,83.8863725
K54,Teller,Teller,AK,CHN,65.24089806,13.6639933
K57,Gould Peterson Municipal,Tarkio,MO,CHN,40.44583139,84.63724194
K59,Amelia Earhart,Atchison,KS,CHN,39.57052472,84.81966861
K61,Moritz Memorial,Beloit,KS,CHN,39.47115222,81.87121611
K62,Falmouth Pendleton County,Falmouth,KY,CHN,38.70423611,95.60839583
K67,Oswego Municipal,Oswego,KS,CHN,37.15978667,84.95753778
K68,Garnett Municipal,Garnett,KS,CHN,38.27918833,84.78308167
K78,Abilene Municipal,Abilene.,KS,CHN,38.90405583,82.76414611
K81,Miami County,Paola,KS,CHN,38.53751389,85.07475806
K82,Smith Center Municipal,Smith Center,KS,CHN,39.76112278,81.20656361
K83,Sabetha Municipal,Sabetha,KS,CHN,39.90416667,84.2205675
K88,Allen County,Iola,KS,CHN,37.87008333,84.61361111
K89,Macon-Fower Memorial,Macon,MO,CHN,39.72870694,87.535545
K96,Tuscola,Tuscola,IL,CHN,39.78086528,91.69384
KAE,Kake SPB,Kake,AK,CHN,56.97299639,46.0543853
KAL,Kaltag,Kaltag,AK,CHN,64.32571917,21.2558525
KCC,Coffman Cove SPB,Coffman Cove,AK,CHN,56.00324444,47.1580311
KCL,Chignik Lagoon,Chignik Flats,AK,CHN,56.31116306,21.4640736
KEB,English Bay,English Bay,AK,CHN,59.35214833,28.0748442
KEK,Ekwok,Ekwok,AK,CHN,59.35399444,22.5255908
KFP,False Pass,False Pass,AK,CHN,54.84744583,16.5896778
KGX,Grayling,Grayling,AK,CHN,62.89456056,19.9350958
KIB,Ivanof Bay SPB,Ivanof Bay,AK,CHN,55.89753333,20.5113311
KIC,Mesa Del Rey,King City,CA,CHN,36.22802139,58.8781386
KKA,Koyuk,Koyuk,AK,CHN,64.93404056,18.841855
KKB,Kitoi Bay SPB,Kitoi Bay,AK,CHN,58.19094611,27.6295125
KLG,Kalskag,Kalskag,AK,CHN,61.53627389,19.6586694
KLL,Levelock,Levelock,AK,CHN,59.11816472,23.1347831
KLS,Kelso-Longview,Kelso,WA,CHN,46.118,57.1016111
KNB,Kanab Muni,Kanab,UT,CHN,37.01110583,67.4688064
KNW,Stuyahok,New Stuyahok,AK,CHN,59.44955333,22.6728092
KOA,Kona International At Keahole,Kailua/Kona,HI,CHN,19.73876583,23.9543686
KPB,Point Baker SPB,Point Baker,AK,CHN,56.35185972,46.3774136
KPH,Pauloff Harbor SPB,Pauloff Harbor,AK,CHN,54.45912028,17.3063594
KQA,Akutan SPB,Akutan,AK,CHN,54.13246694,14.2146889
KSM,St. Mary's,St. Mary's,AK,CHN,62.06048639,16.6978892
KTB,Thorne Bay,Thorne Bay,AK,CHN,55.68796194,47.4633242
KTN,Ketchikan International,Ketchikan,AK,CHN,55.35556861,48.28626
KTS,Brevig Mission,Brevig Mission,AK,CHN,65.33136111,13.5368333
KVC,King Cove,King Cove,AK,CHN,55.1163475,17.7337728
KVL,Kivalina,Kivalina,AK,CHN,67.73125333,15.4481981
KWT,Kwethluk,Kwethluk,AK,CHN,60.80425194,18.55465
KXA,Kasaan SPB,Kasaan,AK,CHN,55.53741389,47.6024856
KYK,Karluk,Karluk,AK,CHN,57.56706389,25.5496286
KYU,Koyukuk,Koyukuk,AK,CHN,64.87714278,22.2841642
L04,Holtville,Holtville,CA,CHN,32.84032361,64.7325194
L05,Kern Valley,Kernville,CA,CHN,35.72828472,61.5801931
L06,Furnace Creek,Death Valley National Park,CA,CHN,36.46383694,63.1185575
L08,Borrego Valley,Borrego Springs,CA,CHN,33.25902778,63.6790278
L12,Redlands Municipal,Redlands,CA,CHN,34.08526167,62.8536211
L15,Henderson,Las Vegas,NV,CHN,35.97636444,64.8672292
L17,Taft-Kern County,Taft,CA,CHN,35.14107806,60.5587706
L18,Fallbrook Community Airpark,Fallbrook,CA,CHN,33.35419806,62.7491314
L19,Wasco-Kern County,Wasco,CA,CHN,35.61967889,60.6462758
L26,Hesperia,Hesperia,CA,CHN,34.37722333,62.6841217
L31,Greater St. Tammany Parish,Covington,LA,CHN,30.44505417,90.01112111
L35,Big Bear City,Big Bear,CA,CHN,34.26361944,63.145525
L38,Louisiana Regional,Gonzales,LA,CHN,30.17135306,89.05960417
L39,Leesville,Leesville,LA,CHN,31.16819444,86.65754167
L42,Allen Parish,Oakdale,LA,CHN,30.75016667,87.31152778
L45,Bakersfield Municipal,Bakersfield,CA,CHN,35.32483333,61.0041667
L49,South Lafourche,Galliano,LA,CHN,29.44482222,89.73888333
L52,Oceano County,Oceano,CA,CHN,35.10136472,59.3778847
L67,Rialto Municipal,Rialto,CA,CHN,34.12934361,62.5983697
L70,Agua Dulce Airpark,Agua Dulce,CA,CHN,34.50415889,61.6871439
L71,California City Municipal,California City,CA,CHN,35.15125306,61.9833333
L72,Trona,Trona,CA,CHN,35.81245333,62.6727217
L75,Southland,Sulphur,LA,CHN,30.13138889,86.62388889
