siteid,name,latitude,longitude
CNY,Canyonlands,38.75495611,70.2451561
COD,Yellowstone Regional,44.52019417,70.9762039
COE,Coeur D'Alene Air Terminal,47.77429167,63.1803769
COI,Merritt Island,28.34158944,99.3145025
COM,Coleman Municipal,31.84113889,80.59638889
CON,Concord Municipal,43.20273278,108.49771444
COQ,Cloquet-Carlton County,46.70016833,87.49447139
COS,City of Colorado Springs Muni,38.80580556,75.29975
COT,Cotulla-Lasalle County,28.45825583,80.77983611
COU,Columbia Regional,38.81809306,87.78037083
CPC,Columbus County Municipal,34.27287278,101.28500722
CPK,Chesapeake Municipal,36.66561833,103.67933611
CPM,Compton/Woodley,33.89001611,61.7563169
CPR,Natrona County Intl,42.90835556,73.5355339
CPS,St. Louis Downtown,38.57072444,89.84377889
CPX,Benjamin Rivera Noriega,18.31328917,114.69567556
CQA,Lakefield,40.48408333,95.43988889
CQB,Chandler Municipal,35.72381556,83.17972694
CQX,Chatham Municipal,41.68840028,110.01047583
CRC,Circle City,65.83049389,35.9241872
CRE,Grand Strand,33.81175,101.27605556
CRG,Craig Municipal,30.33633333,98.48555556
CRO,Corcoran,36.10245111,60.4051531
CRP,Corpus Christi International,27.77036083,82.49878472
CRQ,McClellan-Palomar,33.12822222,62.7197778
CRS,C Davis Campbell -Corsicana Muni,32.02748861,83.60196389
CRT,Crossett Municipal,33.17833278,88.11981194
CRW,Yeager,38.37315083,98.40681028
CRX,Roscoe Turner,34.91496778,91.39651639
CSB,Cambridge Municipal,40.30658333,79.8379167
CSG,Columbus Metropolitan,32.51633333,95.06113889
CSM,Clinton-Sherman,35.33983917,80.79950056
CSQ,Creston Municipal,41.02146139,85.63668083
CSV,Crossville Memorial,35.95129194,94.91502194
CTB,Cut Bank Muni,48.60835444,67.6238536
CTJ,West Georgia Regional,33.63102778,94.84797222
CTK,Ingersoll,40.56909444,89.92516
CTY,Cross City,29.63552778,96.89525
CTZ,Sampson County,34.97561194,101.63538472
CUB,Columbia Owens Downtown,33.97047222,99.00475
CUH,Cushing Municipal,35.949925,83.22694722
CUL,Carmi Municipal,38.08947917,91.87693889
CUT,Custer County,43.73331611,76.3823053
CVG,Cincinnati Northern Kentucky Intl,39.04614278,95.3378275
CVK,Sharp County Regional,36.26487139,88.43735889
CVN,Clovis Municipal,34.42513889,76.9207222
CVO,Corvallis Muni,44.49719361,56.7101703
CVX,Charlevoix Municipal,45.30477778,94.72522222
CWA,Central Wisconsin,44.77761917,90.33322056
CWF,Chennault International,30.21059167,86.85681056
CWI,Clinton Municipal,41.8311125,89.67086944
CWV,Claxton-Evans County,32.19505556,98.13044444
CXC,Chitina,61.58285917,35.5729031
CXE,Chase City Municipal,36.78833556,101.49844639
CXF,Coldfoot,67.25163417,29.7934328
CXL,Calexico International,32.66950333,64.4866719
CXO,Montgomery County,30.35183333,84.5855325
CXP,Carson,39.19222972,60.2656389
CXU,Camilla-Mitchell County,31.21291667,95.76319444
CXY,Capital City,40.21713889,103.14852778
CYO,Pickaway County Memorial,39.51600611,97.01784639
CYS,Cheyenne,41.1557225,75.1881619
CYW,Clay Center Municipal,39.38713889,82.84278583
CZD,Cozad Municipal,40.86911111,79.9957778
CZG,Tri-Cities,42.07853583,103.90366694
CZL,Tom B David,34.45678278,95.06050056
CZN,Chisana,62.07118972,37.9516258
CZT,Dimmit County,28.52225111,80.17636556
D04,Bowman Municipal,46.18699111,76.5719194
D05,Garrison Municipal,47.65594444,78.5627778
D07,Faith Municipal,45.03609417,77.9801197
D09,Bottineau Municipal,48.83039167,79.5828639
D19,Quentin Aanenson,43.62080278,83.78135972
D22,Angola,42.66010111,101.00884444
D25,Manitowish Waters,46.12197222,90.11766667
D38,Canandaiga,42.90718611,102.67837361
D42,Springfield Municipal,44.23107,85.00106556
D50,Crosby Municipal,48.92851556,76.7027486
D55,Robertson,48.75301778,81.60666306
D57,Glen Ullin Municipal,46.81278306,78.1398444
D60,Tioga Municipal,48.3805325,77.1020147
D73,Monroe-Walton County,33.78149889,96.30644611
D77,Lancaster,42.92228111,101.38775111
D87,Harbor Springs,45.42556528,95.08661611
D95,Dupont-Lapeer,43.06703333,96.72755556
D98,Romeo,42.79699083,97.02473417
DAB,Daytona Beach International,29.17991667,98.94194444
DAG,Barstow-Daggett,34.85371333,63.2133125
DAL,Dallas Love,32.84711389,83.14822778
DAN,Danville Regional,36.57286111,100.66388889
DAW,Skyhaven,43.28406194,109.07074528
DAY,James M Cox Dayton Intl,39.90237583,95.780625
DBN,"W. H. ""Bud"" Barron",32.56445806,97.01474444
DBQ,Dubuque Municipal,42.40295944,89.29083278
DCA,Ronald Reagan Washington National,38.85208333,102.96227778
DCK,Dahl Creek,66.94333806,23.0953261
DCU,Pryor  Regional,34.65264667,93.05463222
DCY,Daviess County,38.70042333,92.87026778
DDC,Dodge City Regional,37.76312194,80.03457611
DDH,William H. Morse State,42.8913325,106.7535925
DEC,Decatur,39.8345625,91.13431083
DED,Deland Municipal-Taylor,29.06698056,98.71605833
DEE,Deering,66.06820583,17.2333972
DEH,Decorah Municipal,43.27550139,88.26062611
DEN,Denver Intl,39.85840806,75.3329981
DEQ,J Lynn Helms Sevier County,34.04699556,85.60063444
DET,Detroit City,42.40919444,96.99013889
DEW,Deer Park,47.96663889,62.5733333
DFI,Defiance Memorial,41.3375,95.57119444
DFW,Dallas-Fort Worth International,32.89595056,82.9628
DGW,Converse County,42.79725,74.6142639
DHN,Dothan,31.32133917,94.55037111
DHT,Dalhart Municipal,36.022585,77.4527225
DIK,Dickinson Municipal,46.79738889,77.1980472
DKB,Dekalb-Taylor Municipal,41.93188111,91.29170139
DKK,Dunkirk Municipal,42.49333528,100.72795833
DKX,Knoxville Downtown Island,35.96383361,96.12634611
DLG,Dillingham,59.0454125,21.4966611
DLH,Duluth International,46.84209028,87.80635139
DLL,Baraboo - Wisconsin Dells,43.52195389,90.22909778
DLN,Dillon,45.25536056,67.4474933
DLO,Delano Municipal,35.74558056,60.7634961
DLS,Columbia Gorge Regional,45.61854556,58.8326561
DLZ,Delaware Municipal,40.27970139,96.88519833
DM2,Diomede Heliport,65.75861111,11.0469444
DMN,Deming Municipal,32.26230917,72.2793603
DMO,Sedalia Memorial,38.70688889,86.82388889
DMW,Carroll County,39.60827778,102.99233333
DNL,Daniel,33.46663667,97.96066083
DNN,Dalton Municipal,34.72174833,95.13089194
DNS,Denison Municipal,41.9864325,84.61927917
DNV,Vermilion County,40.19946861,92.40446472
DOV,Dover Air Force Base,39.1301125,104.53368972
DPA,Du Page,41.90688333,91.75158278
DPL,P B Raiford,35.00006444,102.018305
DQH,Douglas Municipal,31.47780833,97.14038444
DRI,Beauregard Parish,30.83152778,86.66036111
DRO,Durango-La Plata County,37.15151667,72.2462308
DRT,Del Rio International,29.37181222,79.0767661
DSM,Des Moines International,41.53493306,86.33931778
DSV,Dansville Muni,42.57089972,102.28694917
DTA,Delta Municipal,39.38328861,67.4903317
DTL,Detroit Lakes -Wething,46.82520861,84.1143125
DTN,Shreveport Downtown,32.54021889,86.2549775
DTO,Denton Municipal,33.20072167,82.80202278
DTS,Destin-Ft. Walton Beach,30.40006111,93.52852278
DTW,Detroit Metropolitan-Wayne County,42.21205889,96.65116417
DUA,Eaker,33.942265,83.60548194
DUC,Halliburton,34.470875,82.04013889
DUG,Bisbee Douglas International,31.46902778,70.3963333
DUJ,Du Bois-Jefferson Cty,41.17826611,101.10130222
DUT,Unalaska,53.90013889,13.4565
DUX,Moore County,35.85792833,77.9869022
DUY,Kongiganak,59.95950583,17.1182769
DVK,Stuart Powell,37.57791667,95.23030556
DVL,Devils Lake Municipal-Knoke,48.11424528,81.09122167
DVN,Davenport Municipal,41.6102775,89.41167472
DVO,Gnoss,38.14351944,57.4427833
DVT,Phoenix-Deer Valley,33.68831667,67.9174386
DWH,David Wayne Hooks Memorial,30.06186111,84.44722222
DWU,Ashland-Boyd County,38.5545,97.262
DXE,Dexter Municipal,36.77747,90.05882667
DXR,Danbury Municipal,41.37153528,106.51780944
DXX,Madison-Lac Qui Parle County,44.98624,83.82226389
DYB,Summerville,33.06344444,99.72066667
DYL,Doylestown,40.33305028,104.87766167
DYR,Dyersburg Municipal,35.99850694,90.59391667
DYT,Sky Harbor,46.72186083,87.95656111
E01,Monahans-Roy Hurd Memorial,31.58246583,77.0909572
E04,Eunice,32.45679139,76.7595292
E05,Hatch Muni,32.66106083,72.8020661
E06,Lea County-Zip Franklin Memorial,32.95394444,76.5912222
E07,Lea County/Tatum,33.26122278,76.7231061
E11,Andrews County,32.33111111,77.4704722
E15,Graham Municipal,33.11022222,81.44472139
E19,Gruver Municipal,36.23372611,78.5678106
E24,Whiteriver,33.81255056,70.0132342
E25,Wickenburg Municipal,33.96891833,67.2014872
E26,Lea County,32.13107833,76.8451494
E35,Fabens,31.51567306,73.8528022
E38,Alpine-Casparis Municipal,30.38422222,76.3164167
E42,Spearman Municipal,36.221,78.8055
E51,Bagdad,34.59585278,66.829805
E52,Oldham County,35.23199833,77.6009069
E60,Eloy Municipal,32.80700583,68.41321
E63,Gila Bend Municipal,32.95810083,67.3217819
E80,Alexander Municipal,34.64519778,73.1663042
E89,Conchas State Park,35.36671583,75.8119686
E91,Chinle Municipal,36.11088056,70.4245778
E94,Glenwood-Catron County,33.35283972,71.1327142
E95,Benson Municipal,31.99972222,69.6427778
EAA,Eagle,64.77639306,38.8490794
EAN,Phifer Airfield,42.05552528,75.0672508
EAR,Kearney Municipal,40.72702778,80.99322222
EAT,Pangborn Memorial,47.39886111,59.7931667
EAU,Chippewa Valley Regional,44.86525722,88.51492806
EBS,Webster City Municipal,42.43663889,86.13113889
ECG,Elizabeth City CG Air Station/Municipal,36.26057417,103.82540222
ECS,Mondell,43.88545056,75.6820822
EDE,Edenton Municipal,36.027735,103.43290667
EDN,Enterprise Municipal,31.29972222,94.10013889
EED,Needles,34.76619444,65.3767069
EEK,Eek,60.21590417,17.9943908
EEN,Dillant-Hopkins,42.89839944,107.72921889
EEO,Meeker,40.04886222,72.1140933
EET,Shelby County,33.17781083,93.21676278
EFC,Belle Fourche Municipal,44.7342075,76.1380075
EFD,Ellington,29.60733333,84.84125
EFK,Newport State,44.88879722,107.77084167
EFT,Monroe Municipal,42.61493972,90.40924417
EFW,Jefferson Municipal,42.01016667,85.65741667
EGE,Eagle County Regional,39.64256778,73.0823047
EGQ,Emmetsburg Municipal,43.10202056,85.295325
EGT,Wellington Municipal,37.32441028,82.61267667
EGV,Eagle River Union,45.93179639,90.73093222
EHA,Elkhart-Morton County,37.00188194,78.1178742
EHO,Shelby Municipal,35.25555556,98.39900278
EHR,Henderson City-County,37.8078425,92.31431
EII,Egegik,58.18837472,22.6190128
EIW,County Memorial,36.53531083,90.40028278
EKA,Murray,40.80338889,55.8872083
EKM,Elkhart Municipal,41.71935833,93.99831639
EKN,Elkins-Randolph Co-Jennings Randolph,38.88944444,100.14286111
EKO,Elko Regional,40.82492611,64.2083036
EKQ,Wayne County,36.85527778,95.14386111
EKX,Elizabethtown,37.68694444,94.07622222
EKY,Bessemer Municipal,33.31288444,93.07408111
ELA,Eagle Lake Municipal,29.60301389,83.67751556
ELD,South Arkansas Regional At Goodwin,33.2208625,87.18674833
ELI,Elim,64.61400972,17.7299319
ELK,Elk City Municipal,35.42941083,80.60574083
ELM,Elmira/Corning Regional,42.15991361,103.10855667
ELN,Bowers,47.03302778,59.4693056
ELO,Ely Municipal,47.82454639,88.16926944
ELP,El Paso International,31.80666667,73.6221944
ELV,Elfin Cove SPB,58.19518417,43.6526072
ELY,Ely Arpt (Yelland),39.29969444,65.1581111
ELZ,Wellsville Muni Tarantine,42.10951194,102.00805194
EMM,Kemmerer Municipal,41.82494611,69.4409414
EMP,Emporia Municipal,38.33211111,83.80883333
EMT,El Monte,34.08600889,61.9651547
EMV,Emporia-Greensville Regional,36.68691667,102.51719444
ENA,Kenai Municipal,60.572,28.7524722
ENL,Centralia Municipal,38.51479889,90.90782056
ENM,Emmonak,62.78518639,15.5089539
ENN,Nenana Municipal,64.54898167,30.9264947
ENV,Wendover,40.71869528,65.96911
ENW,Kenosha Regional,42.5957075,92.07219667
EOK,Keokuk Municipal,40.45990778,88.57149889
EOS,Neosho Memorial,36.81080556,85.60830556
EPH,Ephrata Muni,47.30758333,60.4841111
EPM,Eastport Municipal,44.91011111,112.98730556
EQA,Captain Jack Thomas,37.77410833,83.18237222
EQY,Monroe,35.01884306,99.37976556
ERI,Erie Intl,42.08202139,99.82378444
ERV,Kerrville Muni/Louis Schreiner,29.976735,80.91432028
ERY,Luce County Hale,46.31118694,94.54268361
ESC,Delta County,45.72266972,92.90626861
ESF,Esler Regional,31.3949025,87.70422806
ESN,Easton /Newnam,38.80416667,103.931
EST,Estherville Municipal,43.40744444,85.25358333
ETB,West Bend Municipal,43.42219444,91.87207333
ETC,Edgecombe County,35.93710083,102.45336167
ETH,Wheaton Municipal,45.78046056,83.45646028
ETN,Eastland Municipal,32.41349167,81.19024333
EUF,Weedon,31.95131917,94.871075
EUG,Mahlon Sweet,44.12326,56.7813144
EUL,Caldwell Industrial,43.64186111,63.3642222
EVB,New Smyrna Beach Municipal,29.05580556,99.05163889
EVM,Eveleth-Virginia Muni,47.42507778,87.50153056
EVU,Maryville Memorial,40.35260167,85.08447278
EVV,Evansville Regional,38.03799139,92.46937333
EVW,Evanston-Uinta County Burns,41.27494528,68.9678714
EVY,Summit Airpark,39.52038889,104.27955556
EWB,New Bedford Municipal,41.67614167,109.04305833
EWK,Newton-City-County,38.05710528,82.72477139
EWN,Craven County Regional,35.07297222,102.95705556
EWR,Newark Intl,40.69249722,105.83133944
EWU,Newtok,60.93865417,15.3587853
EXI,Excursion Inlet SPB,58.42049861,44.5509672
EXX,Davidson County,35.78114028,99.69621806
EYE,Eagle Creek Airpark,39.83070944,93.70561944
EYW,Key West International,24.55611111,98.24044444
EZI,Kewanee Municipal,41.20520361,90.03614
EZM,Eastman-Dodge County,32.21425,96.87197222
EZZ,Cameron Memorial,39.72755972,85.723625
F00,Jones,33.61172222,83.82061111
F01,Quanah Municipal,34.27708306,80.24073139
F05,Vernon - Wilbarger County,34.22566806,80.71625
F06,Marian Airpark,34.84561083,79.8040519
F08,Eufaula Municipal,35.29593194,84.37473583
F10,Henryetta Municipal,35.40687972,83.98416722
F12,Rusk County,32.14172222,85.14827778
F17,Center Municipal,31.83158333,85.84358333
F18,Cleburne Municipal,32.35376389,82.56625
F21,Memphis Municipal,34.73958944,79.4702992
F22,Perry Municipal,36.38559583,82.72278917
F24,Minden-Webster,32.64601,86.70191444
F28,El Reno Municipal,35.47163639,81.99400556
F29,Clarence E. Page Municipal,35.4880825,82.17645444
F30,Sulphur Municipal,34.52453278,83.01026056
F31,Lake Texoma State Park,33.99287639,83.35750278
F32,Healdton Municipal,34.24925806,82.52608694
F36,Cordell Municipal,35.30421917,81.03297833
F37,Wauchula Municipal,27.51364889,98.11936083
F39,Grayson County,33.71411111,83.32633333
F41,Ennis Municipal,32.32969444,83.33611111
F44,Athens Jones Municipal,32.16384778,84.17164694
F45,North Palm Beach County General Aviation,26.84537306,99.77851889
F46,Rockwall Municipal,32.93059444,83.56451444
F49,Slaton Municipal,33.48481,78.3392842
F51,Winnsboro Municipal,32.93884556,84.72113917
F53,Franklin County,33.21530583,84.7625075
F55,Granbury Municipal,32.44441583,82.1830525
F56,Arledge,32.91019472,80.26577028
F70,French Valley,33.57605556,62.8720278
F80,Atoka Municipal,34.39833889,83.85194028
F81,Okemah Flying,35.42925306,83.71221639
F84,Stigler Municipal,35.28910556,84.90610278
F85,Morton-Cochran County,33.72926389,77.2661817
F87,Farmerville,32.72495583,87.66283417
F88,Jonesboro,32.20199028,87.26706972
F89,Winnsboro Municipal,32.15431917,88.29987528
F91,Thomas P Stafford,35.54482944,81.33150972
F99,Holdenville Municipal,35.085875,83.58333333
FAI,Fairbanks International,64.8136775,32.1403306
FAM,Farmington Regional,37.76107917,89.57140278
FAQ,Fitiuta,14.21577583,10.5760942
FAR,Hector International,46.91934889,83.18501111
FAT,Fresno Yosemite International,36.77619444,60.2818611
FAY,Fayetteville Municipal,34.99147222,101.12
FBL,Faribault Municipal,44.32468556,86.68917111
FBR,Fort Bridger,41.39193583,69.5932039
FBY,Fairbury Municipal,40.18297222,82.83072222
FCA,Glacier Park Intl,48.31140472,65.7449306
FCH,Fresno-Chandler Downtown,36.732365,60.1801039
FCI,Chesterfield County,37.4065375,102.47501333
FCM,Flying Cloud,44.82724111,86.54285361
FCY,Forrest City Municipal,34.94199806,89.22503389
FDK,Frederick Municipal,39.41758333,102.62569444
FDR,Frederick Municipal,34.35219472,81.01539778
FDW,Fairfield County,34.31547222,98.89119444
FDY,Findlay,41.01352778,96.33130556
FEP,Albertus,42.24626722,90.41776056
FET,Fremont Municipal,41.44913889,83.47980556
FFA,First Flight,36.01822278,104.32871306
FFC,Peachtree City - Falcon,33.35725,95.42816667
FFL,Fairfield Municipal,41.05332417,88.02107667
FFM,Fergus Falls Muni-Einar Mickelson,46.28439389,83.84331444
FFT,Capital City,38.18248861,95.09529917
FFZ,Falcon,33.46083333,68.2716667
FGX,Fleming-Mason,38.54180556,96.25661111
FHR,Friday Harbor,48.52197222,56.9756389
FHU,Libby AAF-Sierra Vista Municipal,31.58847222,69.6556111
FIG,Clearfield-Lawrence,41.04861306,101.58689694
FIT,Fitchburg Municipal,42.55412194,108.24104361
FKL,Chess-Lamberton,41.37787361,100.13963833
FKN,Franklin Municipal-John Beverly Rose,36.69817806,103.09687306
FKR,Frankfort Municipal,40.27343083,93.43782972
FLD,Fond Du Lac County,43.77117417,91.51157083
FLG,Flagstaff Pulliam,35.13845472,68.3287817
FLL,Fort Lauderdale-Hollywood Int'l,26.07258333,99.84725
FLO,Florence Regional,34.18536111,100.27611111
FLP,Marion County Regional,36.29087528,87.40976583
FLT,Flat,62.45264889,22.01093
FLX,Fallon Municipal,39.499545,61.2509803
FME,Tipton,39.08538667,103.24058556
FMN,Four Corners Regional,36.74125,71.7700556
FMY,Page,26.58661111,98.13675
FMZ,Fairmont State,40.58569444,82.42694444
FNB,Brenner,40.07878611,84.40800833
FNL,Fort Collins-Loveland,40.45182722,74.9886644
FNR,Funter Bay SPB,58.25438583,45.1020933
FNT,Bishop,42.96550333,96.25654361
FOA,Flora,38.66494528,91.54700444
FOD,Fort Dodge Municipal,42.55145611,85.80744889
FOE,Forbes,38.95095194,84.33638556
FOK,Francis Gabreski,40.84365472,107.36821083
FOT,Rohnerville,40.55393583,55.8673411
FPR,St. Lucie County International,27.49505556,99.63172222
FQD,Rutherford County-Marchman,35.42822222,98.06492222
FRG,Republic,40.72878111,106.58659278
FRH,French Lick Municipal,38.50622139,93.36306472
FRM,Fairmont Municipal,43.64394111,85.58438444
FRR,Front Royal-Warren County,38.9175325,101.74648528
FSD,Joe Foss,43.58135111,83.25829972
FSE,Fosston Municipal,47.59282028,84.22650111
FSK,Fort Scott Municipal,37.79843056,85.23061889
FSM,Fort Smith Regional,35.33659028,85.63255889
FSO,Franklin County State,44.94028083,106.90254
FST,Fort Stockton - Pecos County,30.91566667,77.0838611
FSU,Fort Sumner Municipal,34.48339944,75.7828033
FSW,Fort Madison Municipal,40.6592625,88.6731825
FTG,Front Range,39.78525,75.4568611
FTT,Elton Hensley Memorial,38.83987472,87.99578944
FTW,Fort Worth Meacham International,32.81977778,82.63755556
FTY,Fulton County - Brown,33.77913889,95.47863889
FUL,Fullerton Municipal,33.87201417,62.0202158
FVE,Northern Aroostook Regional,47.28550417,111.68725
FVX,Farmville Municipal,37.35752861,101.56220194
FWA,Fort Wayne International,40.97846583,94.80485361
FWC,Fairfield Municipal,38.37863306,91.58734778
FWN,Sussex,41.20020667,105.37694944
FWS,Spinks,32.56522778,82.69192222
FXE,Fort Lauderdale Executive,26.19728,99.82929167
FXY,Forest City Municipal,43.23473417,86.3758975
FYE,Fayette County,35.20592,90.60558333
FYM,Fayetteville Municipal,35.05836278,93.43558861
FYU,Fort Yukon,66.57149028,34.7495831
FYV,Fayetteville Municipal,36.00509472,85.82994306
FZG,Fitzgerald Municipal,31.68368667,96.72953944
FZI,Fostoria Metropolitan,41.19083111,96.60546361
FZY,Oswego Cty,43.35077528,103.61194639
GAB,Gabbs,38.92409111,62.0409928
GAD,Gadsden Municipal,33.97262528,93.91099861
GAF,Grafton Municipal,48.40469444,82.62905556
GAG,Gage,36.29553889,80.22357639
GAI,Montgomery Co Airpark,39.16833611,102.834
GAL,Edward G. Pitka Sr.,64.73617806,23.0625836
GAM,Gambell,63.76676556,8.2671764
GAS,Gallia - Meigs Regional,38.83410833,97.83657694
GBD,Great Bend Municipal,38.34441861,81.14082972
GBG,Galesburg Municipal,40.93800194,89.56887444
GBH,Galbraith Lake,68.47906306,30.5099786
GBR,Great Barrington,42.18421417,106.59675944
GCC,Gillette-Campbell County,44.34889806,74.4606386
GCK,Garden City Regional,37.92751556,79.2755853
GCM,Claremore Regional,36.29441667,84.52033333
GCN,Grand Canyon National Park,35.95235389,67.8530353
GCT,Guthrie County Regional,41.68776417,85.56475389
GCY,Greeneville Municipal,36.19299083,97.18492972
GDM,Gardner Municipal,42.54986639,107.98397806
GDV,Dawson Community,47.13871861,75.1928006
GDW,Gladwin,43.97063278,95.52496139
GDY,Grundy Municipal,37.23240111,97.87500917
GED,Sussex Cty Arpt,38.68919444,104.64111111
GEG,Spokane Intl,47.61985556,62.4661575
GEO,Brown County,38.88195778,96.11726722
GEU,Glendale Municipal,33.52726278,67.7048436
GEY,South Big Horn County,44.51644444,71.9168056
GEZ,Shelbyville Municipal,39.58316583,94.19519
GFK,Grand Forks International,47.949255,82.82388889
GFL,Floyd D. Bennett,43.34121,106.3896925
GFZ,Greenfield Municipal,41.32702778,85.55427778
GGE,Georgetown County,33.31169444,100.68041667
GGF,Grant Municipal,40.86952778,78.2671389
GGG,Gregg County,32.38486111,85.28829
GGI,Grinnell Municipal,41.70916083,87.26508722
GGP,Logansport Municipal,40.71126139,93.62550083
GGW,Wokal Field/Glasgow Intl,48.21246417,73.3851769
GHM,Centerville Municipal,35.83742722,92.554625
GHW,Glenwood Municipal,45.64389167,84.67956944
GIF,Winter Havens Gilbert,28.06291667,98.24669444
GJT,Walker,39.1224125,71.4732653
GKJ,Port Meadville,41.62652667,99.7852725
GKN,Gulkana,62.15488889,34.5433611
GKT,Gatlinburg-Pigeon Forge,35.85775889,96.47129528
GKY,Arlington Municipal,32.66241528,82.90608861
GLD,Renner Field/Goodland Municipal,39.37062194,78.3010081
GLE,Gainesville Municipal,33.65136111,82.80297222
GLH,Mid Delta Regional,33.48288111,89.01438611
GLR,Otsego County,45.01354806,95.29681056
GLS,Galveston-Scholes,29.26532333,85.13959333
GLW,Glasgow Municipal,37.03205556,94.04738889
GLY,Clinton Memorial,38.35657306,86.31582306
GMJ,Grove Municipal,36.60527056,85.26143333
GMU,Greenville Downtown,34.84794444,97.65
GNB,Granby-Grand County,40.08970806,74.0827633
GNF,Grenada Municipal,33.83253,90.20177194
GNG,Gooding Municipal,42.91716639,65.2348425
GNT,Grants-Milan Municipal,35.16531472,72.0993858
GNU,Goodnews,59.11727556,18.4186033
GNV,Gainesville Regional,29.69005556,97.72822222
GOK,Guthrie Municipal,35.84980556,82.58439167
GON,Groton-New London,41.33005778,107.95486444
GPH,Clay County Regional,39.33046528,85.69002639
GPM,Grand Prairie Municipal,32.69858333,82.95347222
GPT,Gulfport-Biloxi Regional,30.40728028,90.92990722
GPZ,Grand Rapids-Itasca County,47.21110333,86.49015528
GQQ,Galion Municipal,40.75338889,97.27619444
GRB,Austin Straubel International,44.48507333,91.87041
GRD,Greenwood County,34.24872222,97.84091667
GRE,Greenville,38.83615778,90.62158889
GRI,Central Nebraska Regional,40.96747222,81.69138889
GRK,Robert Gray AAF,31.06489778,82.17220222
GRN,Gordon Municipal,42.80597222,77.82475
GRO,Rota International,14.1743075,34.7574647
GRR,Kent County International,42.88081972,94.47723222
GSH,Goshen Municipal,41.52716028,94.20789722
GSN,Saipan International,15.11900139,34.2706439
GSO,Piedmont Triad International,36.09774694,100.0627025
GSP,Greenville-Spartanburg,34.89566722,97.78114167
GST,Gustavus,58.42438139,44.2926186
GTF,Great Falls Intl,47.48200194,68.6293147
GTR,Golden Triangle Regional,33.45033444,91.40863139
GTU,Georgetown Municipal,30.67880889,82.32061611
GUC,Gunnison County,38.53396333,73.0668183
GUM,Guam International,13.48345,35.2040175
GUP,Gallup Municipal,35.51105833,71.2106906
GUY,Guymon Municipal,36.68507194,78.4922183
GVL,Lee Gilmer Memorial,34.27290389,96.17318667
GVQ,Genesee Cty,43.03172639,101.83240028
GVT,Majors,33.06783889,83.9346675
GWO,Greenwood-Leflore,33.49432667,89.915295
GWR,Gwinner-Roger Melroe,46.21872222,82.35675
GWW,Goldsboro-Wayne Municipal,35.46055444,102.03506694
GXY,Greeley-Weld County,40.43561833,75.3678844
GYH,Donaldson Center,34.75831917,97.623585
GYR,Phoenix Goodyear,33.42281972,67.6240081
GYY,Gary/Chicago,41.61627306,92.58721194
GZH,Middleton,31.41580111,92.95595667
GZS,Abernathy,35.15371972,92.94318556
H04,Vinita Municipal,36.63301806,84.84863889
H05,Wilburton Municipal,34.91954278,84.60530278
H19,Bowling Green Municipal,39.36993361,88.78074444
H21,Camdenton Memorial,37.97468528,87.30838472
H30,Hamilton Municipal,42.84381889,104.43859806
H35,Clarksville Municipal,35.47069417,86.572845
H41,Memorial,39.15751389,88.18173333
H45,Seminole Municipal,35.27467806,83.32483806
H66,Nowata Municipal,36.72092222,84.37474417
H71,Mid-America Industrial,36.22539389,84.66993667
H79,Eldon Model Airpark,38.36062611,87.42842861
H88,Municipal,37.605825,89.71268611
H92,Hominy,36.43340222,83.61637139
H96,Benton Municipal,38.00675111,91.06558472
H97,Pawnee Municipal,36.38338556,83.1896875
HAB,Marion County,34.11757222,92.00180417
HAE,Hannibal Municipal,39.72448944,88.55632056
HAF,Half Moon Bay,37.51382944,57.4989108
HAI,Three Rivers Municipal,41.95975,94.40661111
HAO,Hamilton-Fairfield,39.36448861,95.47542278
HAY,Haycock,65.20098944,18.8432208
HBC,Mohall Municipal,48.76838333,78.4630047
HBG,Bobby L. Chain Municipal,31.26506556,90.7469675
HBR,Hobart Municipal,34.9913075,80.9486475
HBV,Jim Hogg County,27.34955556,81.26302778
HBZ,Heber Springs Municipal,35.51169389,87.98699056
HCD,Hutchinson Municipal,44.85890667,85.61821083
HCO,Hallock Municipal,48.75273139,83.05699694
HDC,Hammond Municipal,30.52096889,89.58237944
HDE,Brewster,40.45269444,80.66266667
HDH,Dillingham Airfield,21.57947361,21.8027186
HDI,Hardwick,35.22007306,95.16755667
HDN,Yampa Valley,40.48118028,72.7823403
HDO,Hondo Municipal,29.35952778,80.82333333
HEE,Thompson-Robbins,34.57648972,89.32411361
HEF,Manassas Reg./Harry P Davis,38.72141667,102.48455556
HEI,Hettinger Municipal,46.01494444,77.3440278
HEQ,Holyoke,40.56943056,77.7273125
HEZ,Natchez-Adams County,31.61366111,88.70266361
HFD,Hartford Brainard,41.73626861,107.34978611
HFY,Greenwood Municipal,39.62841667,93.91211111
HGR,Hagerstown Regional-Richard Henson,39.70794444,102.2705
HHF,Hemphill County,35.89530778,79.5963603
HHG,Huntington Municipal,40.85299,94.54058083
HHH,Hilton Head,32.224384,99.302371
HHR,Jack Northrop Field/Hawthorne Municipal,33.92283972,61.6648128
HHW,Stan Stamper Municipal,34.03482556,84.45809389
HI01,Princeville,22.20919,20.5544661
HIB,Chisholm-Hibbing,47.38659917,87.16100667
HIE,Mt Washington Regional,44.36761639,108.45552889
HIG,Higginsville Industrial Municipal,39.07334639,86.32283917
HII,Lake Havasu City,34.56816056,65.6438217
